Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant`Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Mountainside Creek Country Natural Hickory,Mountainside Creek Country Natural Hickory,"<div><strong>Available Colors: </strong><span>5</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>6.5 inches</span></div><div><strong>Edge/End: </strong><span>Rolled/Rolled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Hickory. Durable, high in variation & character</span></div><div><strong>Hardness: </strong><span>1820</span></div><div><strong>Shade: </strong><span>Light</span></div><div></div>",Mohawk Flooring,,"5,Engineered. More resistant to humidity, install on any level.,6.5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Nail - Float,High,Hickory. Durable, high in variation & character,1820,Light,5,Engineered. More resistant to humidity, install on any level.,6.5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Nail - Float,High,Hickory. Durable, high in variation & character,1820,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWED06_10,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWED06_10,,,
Mountainside Creek Oat Straw Hickory,Mountainside Creek Oat Straw Hickory,"<div><strong>Available Colors: </strong><span>5</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>6.5 inches</span></div><div><strong>Edge/End: </strong><span>Rolled/Rolled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Hickory. Durable, high in variation & character</span></div><div><strong>Hardness: </strong><span>1820</span></div><div><strong>Shade: </strong><span>Light</span></div><div></div>",Mohawk Flooring,,"5,Engineered. More resistant to humidity, install on any level.,6.5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Nail - Float,High,Hickory. Durable, high in variation & character,1820,Light,5,Engineered. More resistant to humidity, install on any level.,6.5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Nail - Float,High,Hickory. Durable, high in variation & character,1820,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWED06_71,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWED06_71,,,
Mountainside Creek Coppertone Hickory,Mountainside Creek Coppertone Hickory,"<div><strong>Available Colors: </strong><span>5</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>6.5 inches</span></div><div><strong>Edge/End: </strong><span>Rolled/Rolled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Hickory. Durable, high in variation & character</span></div><div><strong>Hardness: </strong><span>1820</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"5,Engineered. More resistant to humidity, install on any level.,6.5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Nail - Float,High,Hickory. Durable, high in variation & character,1820,Dark,5,Engineered. More resistant to humidity, install on any level.,6.5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Nail - Float,High,Hickory. Durable, high in variation & character,1820,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWED06_72,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWED06_72,,,
Mountainside Creek Smokey Mountain Hickory,Mountainside Creek Smokey Mountain Hickory,"<div><strong>Available Colors: </strong><span>5</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>6.5 inches</span></div><div><strong>Edge/End: </strong><span>Rolled/Rolled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Hickory. Durable, high in variation & character</span></div><div><strong>Hardness: </strong><span>1820</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"5,Engineered. More resistant to humidity, install on any level.,6.5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Nail - Float,High,Hickory. Durable, high in variation & character,1820,Dark,5,Engineered. More resistant to humidity, install on any level.,6.5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Nail - Float,High,Hickory. Durable, high in variation & character,1820,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWED06_73,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWED06_73,,,
"Rockford Hickory Solid 3.25"" Hickory Natural","Rockford Hickory Solid 3.25"" Hickory Natural","<div><strong>Available Colors: </strong><span>3</span></div><div><strong>Construction: </strong><span>Solid. Can be refinished, install above grade only.</span></div><div><strong>Width: </strong><span>3.25 inches</span></div><div><strong>Edge/End: </strong><span>Eased</span></div><div><strong>Subfloor: </strong><span>Wood</span></div><div><strong>Installation Method: </strong><span>Staple - Nail</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Hickory. Durable, high in variation & character</span></div><div><strong>Hardness: </strong><span>1820</span></div><div><strong>Shade: </strong><span>Light</span></div><div></div>",Mohawk Flooring,,"3,Solid. Can be refinished, install above grade only.,3.25 inches,Eased,Wood,Staple - Nail,Medium,Hickory. Durable, high in variation & character,1820,Light,3,Solid. Can be refinished, install above grade only.,3.25 inches,Eased,Wood,Staple - Nail,Medium,Hickory. Durable, high in variation & character,1820,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC78_10,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC78_10,,,
"Rockford Hickory Solid 3.25"" Hickory Sable","Rockford Hickory Solid 3.25"" Hickory Sable","<div><strong>Available Colors: </strong><span>3</span></div><div><strong>Construction: </strong><span>Solid. Can be refinished, install above grade only.</span></div><div><strong>Width: </strong><span>3.25 inches</span></div><div><strong>Edge/End: </strong><span>Eased</span></div><div><strong>Subfloor: </strong><span>Wood</span></div><div><strong>Installation Method: </strong><span>Staple - Nail</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Hickory. Durable, high in variation & character</span></div><div><strong>Hardness: </strong><span>1820</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"3,Solid. Can be refinished, install above grade only.,3.25 inches,Eased,Wood,Staple - Nail,Medium,Hickory. Durable, high in variation & character,1820,Medium,3,Solid. Can be refinished, install above grade only.,3.25 inches,Eased,Wood,Staple - Nail,Medium,Hickory. Durable, high in variation & character,1820,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC78_25,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC78_25,,,
"Rockford Hickory Solid 3.25"" Gunpowder Hickory","Rockford Hickory Solid 3.25"" Gunpowder Hickory","<div><strong>Available Colors: </strong><span>3</span></div><div><strong>Construction: </strong><span>Solid. Can be refinished, install above grade only.</span></div><div><strong>Width: </strong><span>3.25 inches</span></div><div><strong>Edge/End: </strong><span>Eased</span></div><div><strong>Subfloor: </strong><span>Wood</span></div><div><strong>Installation Method: </strong><span>Staple - Nail</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Hickory. Durable, high in variation & character</span></div><div><strong>Hardness: </strong><span>1820</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"3,Solid. Can be refinished, install above grade only.,3.25 inches,Eased,Wood,Staple - Nail,Medium,Hickory. Durable, high in variation & character,1820,Dark,3,Solid. Can be refinished, install above grade only.,3.25 inches,Eased,Wood,Staple - Nail,Medium,Hickory. Durable, high in variation & character,1820,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC78_75,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC78_75,,,
Rare Vintage Knotted Chestnut,Rare Vintage Knotted Chestnut,<div><strong>Available Colors: </strong><span>9</span></div><div><strong>Species: </strong><span>Chestnut. An antique look with distinctive markings.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Dark</span></div><div></div>,Mohawk Flooring,,"9,Chestnut. An antique look with distinctive markings.,EIR,7.5 inches,Dark,9,Chestnut. An antique look with distinctive markings.,EIR,7.5 inches,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74W_03W,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74W_03W,,,
Rare Vintage Fawn Chestnut,Rare Vintage Fawn Chestnut,<div><strong>Available Colors: </strong><span>9</span></div><div><strong>Species: </strong><span>Chestnut. An antique look with distinctive markings.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div></div>,Mohawk Flooring,,"9,Chestnut. An antique look with distinctive markings.,EIR,7.5 inches,Medium,9,Chestnut. An antique look with distinctive markings.,EIR,7.5 inches,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74W_01W,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74W_01W,,,
Rare Vintage Cedar Chestnut,Rare Vintage Cedar Chestnut,<div><strong>Available Colors: </strong><span>9</span></div><div><strong>Species: </strong><span>Chestnut. An antique look with distinctive markings.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div></div>,Mohawk Flooring,,"9,Chestnut. An antique look with distinctive markings.,EIR,7.5 inches,Medium,9,Chestnut. An antique look with distinctive markings.,EIR,7.5 inches,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74W_02W,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74W_02W,,,
Rare Vintage Earthen Chestnut,Rare Vintage Earthen Chestnut,<div><strong>Available Colors: </strong><span>9</span></div><div><strong>Species: </strong><span>Chestnut. An antique look with distinctive markings.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Dark</span></div><div></div>,Mohawk Flooring,,"9,Chestnut. An antique look with distinctive markings.,EIR,7.5 inches,Dark,9,Chestnut. An antique look with distinctive markings.,EIR,7.5 inches,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74W_04W,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74W_04W,,,
Rare Vintage Sandcastle Oak,Rare Vintage Sandcastle Oak,<div><strong>Available Colors: </strong><span>9</span></div><div><strong>Species: </strong><span>Chestnut. An antique look with distinctive markings.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Light</span></div><div></div>,Mohawk Flooring,,"9,Chestnut. An antique look with distinctive markings.,EIR,7.5 inches,Light,9,Chestnut. An antique look with distinctive markings.,EIR,7.5 inches,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74W_05W,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74W_05W,,,
Rare Vintage Driftwood Oak,Rare Vintage Driftwood Oak,<div><strong>Available Colors: </strong><span>9</span></div><div><strong>Species: </strong><span>Chestnut. An antique look with distinctive markings.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div></div>,Mohawk Flooring,,"9,Chestnut. An antique look with distinctive markings.,EIR,7.5 inches,Medium,9,Chestnut. An antique look with distinctive markings.,EIR,7.5 inches,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74W_06W,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74W_06W,,,
Rare Vintage Silverstone Chestnut,Rare Vintage Silverstone Chestnut,<div><strong>Available Colors: </strong><span>9</span></div><div><strong>Species: </strong><span>Chestnut. An antique look with distinctive markings.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div></div>,Mohawk Flooring,,"9,Chestnut. An antique look with distinctive markings.,EIR,7.5 inches,Medium,9,Chestnut. An antique look with distinctive markings.,EIR,7.5 inches,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74W_07W,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74W_07W,,,
Rare Vintage Doeskin Chestnut,Rare Vintage Doeskin Chestnut,<div><strong>Available Colors: </strong><span>9</span></div><div><strong>Species: </strong><span>Chestnut. An antique look with distinctive markings.</span></div><div><strong>Finish: </strong><span>EIR</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div></div>,Mohawk Flooring,,"9,Chestnut. An antique look with distinctive markings.,EIR,7.5 inches,Medium,9,Chestnut. An antique look with distinctive markings.,EIR,7.5 inches,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74W_08W,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74W_08W,,,
